City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Amahai,ID,2021-03-28 13:37:32,-3.3333,128.9167,76.19,91,100,2.95
294,Urumqi,CN,2021-03-28 13:37:32,43.801,87.6005,53.6,66,100,8.95
295,Black River,JM,2021-03-28 13:37:32,18.0264,-77.8487,80.6,69,40,11.5
296,Shubarkuduk,KZ,2021-03-28 13:37:32,49.1447,56.4872,28.06,93,100,3.51
297,Nemuro,JP,2021-03-28 13:37:33,43.3236,145.575,40.46,95,100,27.04
298,Mayo,US,2021-03-28 13:37:33,38.8876,-76.5119,57.99,100,90,12.66
299,Beringovskiy,RU,2021-03-28 13:37:33,63.05,179.3167,11.07,94,100,17.05
300,Provideniya,RU,2021-03-28 13:37:33,64.3833,-173.3,1.69,97,100,22.59
301,Chapais,CA,2021-03-28 13:37:34,49.7834,-74.8492,32.0,86,90,11.5
302,Kurumkan,RU,2021-03-28 13:37:34,54.3,110.3,14.02,84,30,4.85
303,Hamilton,US,2021-03-28 13:37:34,39.1834,-84.5333,52.0,87,90,11.5
304,Te Anau,NZ,2021-03-28 13:37:34,-45.4167,167.7167,56.61,94,99,3.38
305,Saint-Pierre,RE,2021-03-28 13:37:35,-21.3393,55.4781,84.2,74,75,8.05
306,Caravelas,BR,2021-03-28 13:37:35,-17.7125,-39.2481,88.23,49,0,8.46
307,Nikolskoye,RU,2021-03-28 13:37:35,59.7035,30.7861,57.2,38,20,15.66
308,Longyan,CN,2021-03-28 13:37:35,25.1072,117.0225,78.01,59,4,1.79
309,Tsaratanana,MG,2021-03-28 13:37:36,-16.7833,47.65,79.86,81,49,4.7
310,Morant Bay,JM,2021-03-28 13:37:36,17.8815,-76.4093,81.0,65,20,9.22
311,Solnechnyy,RU,2021-03-28 13:37:36,50.7214,136.6319,29.75,94,100,4.0
312,Chino Valley,US,2021-03-28 13:37:36,34.7575,-112.4538,33.01,74,1,4.61
313,Waipawa,NZ,2021-03-28 13:37:37,-41.4122,175.5153,62.6,94,90,19.57
314,Jinka,ET,2021-03-28 13:37:37,5.65,36.65,80.85,27,100,4.63
315,Sibundoy,CO,2021-03-28 13:37:37,1.2048,-76.9237,56.37,98,100,2.24
316,Komsomolskiy,UZ,2021-03-28 13:37:37,40.4272,71.7189,53.6,82,75,4.61
317,Bonavista,CA,2021-03-28 13:37:38,48.6499,-53.1147,26.6,68,100,5.75
318,Aranjuez,ES,2021-03-28 13:37:38,40.0311,-3.6025,70.0,34,0,6.91
319,Kjollefjord,NO,2021-03-28 13:37:38,70.9457,27.3465,37.4,65,40,27.63
320,Norman Wells,CA,2021-03-28 13:37:38,65.282,-126.8329,-0.4,71,75,17.27
321,Tarija,BO,2021-03-28 13:35:06,-21.5355,-64.7296,56.68,87,100,1.68
322,Denpasar,ID,2021-03-28 13:37:39,-8.65,115.2167,82.4,83,40,1.14
323,Varhaug,NO,2021-03-28 13:37:39,58.6147,5.6457,46.0,97,100,1.01
324,Cairns,AU,2021-03-28 13:37:39,-16.9167,145.7667,77.0,78,97,12.66
325,Gympie,AU,2021-03-28 13:37:39,-26.1898,152.665,66.0,90,100,2.21
326,San Luis,AR,2021-03-28 13:37:40,-33.295,-66.3356,64.27,38,4,1.3
327,Kushima,JP,2021-03-28 13:37:40,31.4583,131.2333,60.8,82,20,18.41
328,Guerrero Negro,MX,2021-03-28 13:37:40,27.9769,-114.0611,58.53,46,0,4.09
329,Ondo,NG,2021-03-28 13:37:40,7.1,4.8333,101.37,21,41,2.15
330,Atasu,KZ,2021-03-28 13:37:41,48.6814,71.6433,28.44,92,94,6.98
331,Merin,CZ,2021-03-28 13:37:41,49.3932,15.8838,51.01,76,100,35.99
332,Helong,CN,2021-03-28 13:36:03,42.5397,128.9972,42.04,94,100,6.44
333,Tigzirt,DZ,2021-03-28 13:37:41,36.8886,4.1198,67.75,61,44,10.38
334,Rafaela,AR,2021-03-28 13:37:41,-31.2503,-61.4867,66.99,65,100,8.01
335,Vila Do Maio,CV,2021-03-28 13:37:42,15.1333,-23.2167,75.2,57,20,31.07
336,Asheboro,US,2021-03-28 13:36:59,35.7079,-79.8136,68.0,94,1,14.97
337,Zyryanka,RU,2021-03-28 13:37:42,65.75,150.85,-12.59,100,97,0.47
338,Port-Gentil,GA,2021-03-28 13:37:42,-0.7193,8.7815,78.8,100,75,8.05
339,Young,UY,2021-03-28 13:37:43,-32.6833,-57.6333,64.99,87,100,3.0
340,Tarrafal,CV,2021-03-28 13:37:43,15.2833,-23.7667,75.2,57,20,31.07
341,Kota Kinabalu,MY,2021-03-28 13:36:14,5.9749,116.0724,80.6,94,40,4.61
342,Medicine Hat,CA,2021-03-28 13:34:01,50.0501,-110.6683,45.0,61,1,11.5
343,Dera Bugti,PK,2021-03-28 13:37:43,29.0307,69.151,92.1,13,0,6.04
344,Cururupu,BR,2021-03-28 13:37:43,-1.8283,-44.8683,83.17,73,100,5.32
345,Rong Kwang,TH,2021-03-28 13:37:44,18.339,100.3174,87.01,42,41,3.0
346,The Valley,AI,2021-03-28 13:37:44,18.217,-63.0578,81.0,78,75,17.27
347,San Andres,CO,2021-03-28 13:37:44,12.5847,-81.7006,82.4,69,20,11.5
348,Kasaragod,IN,2021-03-28 13:33:08,12.5,75.0,86.0,79,75,9.22
349,Dingle,PH,2021-03-28 13:37:45,10.9995,122.6711,77.4,85,100,5.82
350,Yinchuan,CN,2021-03-28 13:37:45,38.4681,106.2731,50.0,10,100,8.1
351,Jurm,AF,2021-03-28 13:37:45,36.8648,70.8342,48.24,98,100,4.59
352,Bismarck,US,2021-03-28 13:33:43,46.8083,-100.7837,21.2,93,1,5.75
353,Xuanhua,CN,2021-03-28 13:37:45,40.6103,115.0447,43.29,18,30,16.42
354,Dubbo,AU,2021-03-28 13:37:46,-32.25,148.6167,55.4,76,51,9.22
355,Mariinskiy Posad,RU,2021-03-28 13:37:46,56.115,47.718,37.4,48,0,8.95
356,Pitogo,PH,2021-03-28 13:37:46,13.7847,122.0881,77.41,89,100,6.8
357,Saquena,PE,2021-03-28 13:37:46,-4.6667,-73.5167,78.44,92,100,0.78
358,Vila Franca Do Campo,PT,2021-03-28 13:37:47,37.7167,-25.4333,62.6,72,20,8.05
359,Taksimo,RU,2021-03-28 13:37:47,56.3444,114.8794,11.57,79,14,3.44
360,Victor Harbor,AU,2021-03-28 13:37:47,-35.5667,138.6167,59.0,92,96,4.47
361,Anadyr,RU,2021-03-28 13:37:47,64.75,177.4833,12.2,92,75,22.37
362,Manali,IN,2021-03-28 13:37:48,13.1667,80.2667,84.2,74,20,6.91
363,Nara,JP,2021-03-28 13:37:48,34.6851,135.8049,60.01,98,100,7.65
364,Pleasanton,US,2021-03-28 13:37:48,37.6624,-121.8747,48.99,65,1,1.81
365,Saint-Augustin,CA,2021-03-28 13:37:48,51.226,-58.6502,16.39,56,48,3.56
366,Yellowknife,CA,2021-03-28 13:37:49,62.456,-114.3525,10.4,67,75,12.66
367,Vardo,NO,2021-03-28 13:37:49,70.3705,31.1107,37.13,73,29,16.15
368,Giovinazzo,IT,2021-03-28 13:37:49,41.1864,16.6674,61.0,67,0,6.91
369,Santa Cruz,BO,2021-03-28 13:37:50,-17.8,-63.1667,69.8,73,75,16.11
370,Rundu,NA,2021-03-28 13:37:50,-17.9333,19.7667,79.36,52,89,10.54
371,Gushikawa,JP,2021-03-28 13:37:50,26.3544,127.8686,71.6,94,75,3.44
372,Katsuura,JP,2021-03-28 13:37:50,35.1333,140.3,62.6,94,75,9.22
373,Cidreira,BR,2021-03-28 13:37:51,-30.1811,-50.2056,72.73,86,93,6.8
374,Dongsheng,CN,2021-03-28 13:37:51,39.8161,109.9776,40.05,23,100,4.81
375,Porbandar,IN,2021-03-28 13:37:51,21.6422,69.6093,81.95,63,88,15.48
376,Nelson Bay,AU,2021-03-28 13:37:51,-32.7167,152.15,69.8,78,90,6.91
377,Teguldet,RU,2021-03-28 13:37:52,57.3064,88.1667,31.39,98,100,6.33
378,Presidencia Roque Saenz Pena,AR,2021-03-28 13:37:52,-26.7852,-60.4388,66.0,81,12,1.99
379,Aasiaat,GL,2021-03-28 13:37:52,68.7098,-52.8699,-22.49,78,18,10.8
380,Bereda,ES,2021-03-28 13:37:52,43.2686,-7.5406,72.0,34,0,2.37
381,Sibut,CF,2021-03-28 13:37:53,5.718,19.0739,94.95,30,84,0.87
382,Teofilo Otoni,BR,2021-03-28 13:37:53,-17.8575,-41.5053,85.98,54,0,1.66
383,Raymondville,US,2021-03-28 13:37:53,26.4815,-97.7831,75.2,100,90,10.36
384,Hualmay,PE,2021-03-28 13:37:53,-11.0964,-77.6139,72.57,74,75,7.18
385,Luanda,AO,2021-03-28 13:37:54,-8.8368,13.2343,87.8,66,40,8.05
386,Dubinino,RU,2021-03-28 13:37:54,55.6192,89.0911,28.62,85,99,6.38
387,Atar,MR,2021-03-28 13:37:54,20.5169,-13.0499,95.56,10,7,4.81
388,Hirara,JP,2021-03-28 13:37:55,24.8,125.2833,74.46,87,4,3.18
389,Rognan,NO,2021-03-28 13:37:55,67.0953,15.3878,42.8,49,0,12.66
390,Sao Joao Da Barra,BR,2021-03-28 13:37:55,-21.6403,-41.0511,86.0,66,0,2.3
391,Bilma,NE,2021-03-28 13:37:55,18.6853,12.9164,84.74,9,0,3.67
392,Tricase,IT,2021-03-28 13:37:56,39.9304,18.3553,64.4,77,20,4.61
393,Celestun,MX,2021-03-28 13:37:56,20.8667,-90.4,77.56,76,13,17.05
394,Ardakan,IR,2021-03-28 13:37:56,32.31,54.0175,73.4,10,0,11.5
395,Serenje,ZM,2021-03-28 13:37:56,-13.2325,30.2352,71.78,79,42,6.82
396,Seabra,BR,2021-03-28 13:37:57,-12.4186,-41.7703,77.0,69,75,3.44
397,Oranjemund,NA,2021-03-28 13:37:57,-28.55,16.4333,69.4,61,2,14.97
398,Champerico,GT,2021-03-28 13:37:57,14.3,-91.9167,71.6,88,0,9.24
399,Gewane,ET,2021-03-28 13:37:57,10.1664,40.6453,93.92,9,63,7.96
400,San Pedro,PH,2021-03-28 13:37:58,14.35,121.0167,84.2,74,20,4.61
401,Kruisfontein,ZA,2021-03-28 13:37:58,-34.0033,24.7314,70.0,63,99,8.99
402,Chambas,CU,2021-03-28 13:37:58,22.1928,-78.9136,78.8,73,20,12.66
403,Zhanaozen,KZ,2021-03-28 13:37:58,43.3,52.8,45.88,59,100,17.87
404,Stryn,NO,2021-03-28 13:37:59,61.9045,6.7226,48.2,61,75,14.97
405,Pasighat,IN,2021-03-28 13:37:20,28.0667,95.3333,75.79,22,0,5.99
406,Farafangana,MG,2021-03-28 13:37:59,-22.8167,47.8333,81.0,77,20,9.33
407,Opunake,NZ,2021-03-28 13:37:59,-39.4556,173.8583,60.01,97,100,1.01
408,Nishihara,JP,2021-03-28 13:37:59,26.1842,127.7558,71.6,94,75,4.61
409,Wajir,KE,2021-03-28 13:38:00,1.7471,40.0573,96.8,38,75,5.75
410,Tessalit,ML,2021-03-28 13:38:00,20.1986,1.0114,88.68,5,0,14.18
411,Miri,MY,2021-03-28 13:35:39,4.4148,114.0089,82.0,89,40,3.44
412,Suzhou,CN,2021-03-28 13:38:00,31.3114,120.6181,62.01,74,0,4.18
413,Jakar,BT,2021-03-28 13:38:01,27.5492,90.7525,44.06,56,20,1.01
414,Kokkola,FI,2021-03-28 13:38:01,63.8385,23.1307,50.0,53,0,11.5
415,Nago,JP,2021-03-28 13:38:01,26.5881,127.9761,71.6,94,75,3.44
416,Izumo,JP,2021-03-28 13:38:01,35.3667,132.7667,57.2,82,20,9.22
417,Nizhniy Tsasuchey,RU,2021-03-28 13:38:02,50.5167,115.1333,28.27,63,3,16.53
418,Zastron,ZA,2021-03-28 13:38:02,-30.3023,27.084,71.2,26,4,7.02
419,Chala,TZ,2021-03-28 13:38:02,-7.5833,31.2667,73.4,49,20,8.05
420,Lorengau,PG,2021-03-28 13:38:02,-2.0226,147.2712,82.29,77,86,9.55
421,Rajec,SK,2021-03-28 13:33:28,49.089,18.6401,50.0,37,20,13.8
422,Baykit,RU,2021-03-28 13:38:03,61.67,96.37,18.21,98,90,1.34
423,Pandamatenga,BW,2021-03-28 13:38:03,-18.5278,25.627,86.0,30,0,11.5
424,Tual,ID,2021-03-28 13:38:03,-5.6667,132.75,83.3,77,100,17.83
425,Mezen,RU,2021-03-28 13:38:04,65.8522,44.24,35.49,95,100,10.2
426,San Juan,AR,2021-03-28 13:36:56,-31.5375,-68.5364,68.67,29,0,2.82
427,Aberdeen,GB,2021-03-28 13:38:04,57.1437,-2.0981,55.0,54,40,16.11
428,Uray,RU,2021-03-28 13:37:21,60.1247,64.7758,29.14,81,61,10.47
429,Hami,CN,2021-03-28 13:37:08,42.8,93.45,62.4,25,1,5.37
430,Sabha,LY,2021-03-28 13:38:04,27.0377,14.4283,73.81,12,55,12.48
431,Abalak,RU,2021-03-28 13:38:04,58.1286,68.5944,19.0,88,48,5.95
432,Acheng,CN,2021-03-28 13:38:05,45.5454,126.977,48.0,93,90,6.71
433,Sibolga,ID,2021-03-28 13:38:05,1.7427,98.7792,79.38,84,70,3.02
434,Atambua,ID,2021-03-28 13:38:05,-9.1061,124.8925,73.69,88,100,4.52
435,Muros,ES,2021-03-28 13:38:05,42.7762,-9.0603,73.99,30,0,6.96
436,Sioux Lookout,CA,2021-03-28 13:38:06,50.1001,-91.917,17.6,79,75,4.61
437,Kitimat,CA,2021-03-28 13:38:06,54.0524,-128.6534,32.0,93,75,6.91
438,Bom Jesus Da Lapa,BR,2021-03-28 13:38:06,-13.255,-43.4181,93.67,22,7,1.16
439,Coolum Beach,AU,2021-03-28 13:38:07,-26.5333,153.1,69.01,90,100,1.23
440,Maragogi,BR,2021-03-28 13:36:23,-9.0122,-35.2225,82.24,70,54,6.11
441,Flin Flon,CA,2021-03-28 13:38:07,54.7682,-101.865,19.4,58,90,8.05
442,Salinas,US,2021-03-28 13:34:35,36.6777,-121.6555,48.2,71,1,4.07
443,Kupang,ID,2021-03-28 13:38:07,-10.1667,123.5833,77.0,100,75,1.14
444,Camacha,PT,2021-03-28 13:38:08,33.0833,-16.3333,66.2,72,40,11.5
445,Colimes,EC,2021-03-28 13:38:08,-1.55,-80.0167,79.0,78,75,4.61
446,Krasnogorskoye,RU,2021-03-28 13:38:08,52.2953,86.1979,33.37,99,100,2.15
447,Ikungi,TZ,2021-03-28 13:33:21,-5.1333,34.7667,74.07,64,69,3.51
448,Bara,NG,2021-03-28 13:38:09,10.3744,10.7288,91.4,10,0,17.27
449,Lac Du Bonnet,CA,2021-03-28 13:38:09,50.2536,-96.0612,23.0,99,18,1.01
450,Kenai,US,2021-03-28 13:38:09,60.5544,-151.2583,6.8,78,1,3.51
451,Krasnoselkup,RU,2021-03-28 13:38:09,65.7,82.4667,8.11,96,96,9.15
452,Massakory,TD,2021-03-28 13:38:10,12.996,15.7293,95.5,10,6,18.21
453,Coihaique,CL,2021-03-28 13:38:10,-45.5752,-72.0662,55.4,82,75,6.91
454,Goderich,CA,2021-03-28 13:38:10,43.7501,-81.7165,48.2,87,100,11.5
455,Iralaya,HN,2021-03-28 13:38:10,15.0,-83.2333,77.0,88,75,6.91
456,Pervomaysk,UA,2021-03-28 13:38:11,48.0443,30.8507,58.46,39,60,9.48
457,Odweyne,SO,2021-03-28 13:38:11,9.4092,45.064,87.37,14,12,10.07
458,Aripuana,BR,2021-03-28 13:38:11,-9.1667,-60.6333,81.72,80,13,2.1
459,Bati,ET,2021-03-28 13:38:11,11.1833,40.0167,78.15,18,97,11.01
460,Zemio,CF,2021-03-28 13:38:12,5.0314,25.1361,93.79,28,92,3.47
461,Iwanai,JP,2021-03-28 13:38:12,42.9744,140.5089,43.23,97,100,9.53
462,Palmer,US,2021-03-28 13:38:12,42.1584,-72.3287,48.99,87,90,8.05
463,Pemba,MZ,2021-03-28 13:38:12,-12.974,40.5178,87.8,66,75,11.5
464,Walvis Bay,NA,2021-03-28 13:38:13,-22.9575,14.5053,69.8,64,0,9.22
465,Oistins,BB,2021-03-28 13:38:13,13.0667,-59.5333,82.4,61,40,21.85
466,Kavaratti,IN,2021-03-28 13:38:13,10.5669,72.642,84.51,71,100,5.53
467,Sao Joao Do Piaui,BR,2021-03-28 13:38:13,-8.3581,-42.2467,91.36,39,100,5.55
468,Rutland,US,2021-03-28 13:38:14,43.6167,-73.0162,43.0,81,90,14.97
469,Chicama,PE,2021-03-28 13:38:14,-7.8447,-79.1469,68.0,94,40,9.22
470,Bhandara,IN,2021-03-28 13:38:14,21.1667,79.65,89.6,17,0,2.3
471,Otradnoye,RU,2021-03-28 13:38:15,59.7775,30.8181,57.2,38,20,15.66
472,Namatanai,PG,2021-03-28 13:38:15,-3.6667,152.4333,79.59,78,100,8.7
473,Jieshi,CN,2021-03-28 13:38:15,22.8134,115.8257,77.0,88,2,1.99
474,Srednekolymsk,RU,2021-03-28 13:38:15,67.45,153.6833,-16.44,100,80,2.13
475,Lakhipur,IN,2021-03-28 13:38:16,26.0299,90.3041,80.01,19,0,3.71
476,Lydenburg,ZA,2021-03-28 13:38:16,-25.0978,30.4597,75.99,90,76,1.01
477,Manchester,GB,2021-03-28 13:34:21,53.4809,-2.2374,59.0,77,75,14.97
478,Manama,BH,2021-03-28 13:36:31,26.2154,50.5832,72.0,49,0,28.77
479,Reconquista,AR,2021-03-28 13:38:16,-29.15,-59.65,66.56,64,0,9.75
480,Kahului,US,2021-03-28 13:38:16,20.8947,-156.47,69.8,83,1,10.36
481,Adrar,MR,2021-03-28 13:38:17,20.5022,-10.0711,97.43,4,39,13.62
482,Los Llanos De Aridane,ES,2021-03-28 13:38:17,28.6585,-17.9182,69.8,68,20,16.11
483,Arbagar,RU,2021-03-28 13:38:17,51.9438,116.2805,24.51,79,77,8.5
484,Leh,IN,2021-03-28 13:38:17,34.1667,77.5833,43.81,42,99,7.18
485,Sao Felix Do Xingu,BR,2021-03-28 13:38:18,-6.6447,-51.995,78.89,81,100,0.34
486,Praia Da Vitoria,PT,2021-03-28 13:38:18,38.7333,-27.0667,64.4,72,40,13.85
487,Koumac,NC,2021-03-28 13:38:18,-20.5667,164.2833,78.4,82,26,1.68
488,Manaure,CO,2021-03-28 13:38:18,11.7751,-72.4445,82.89,59,91,21.39
489,Rudsar,IR,2021-03-28 13:38:19,37.1376,50.288,55.4,71,40,9.22
490,Touros,BR,2021-03-28 13:38:19,-5.1989,-35.4608,84.2,74,75,4.61
491,Lazaro Cardenas,MX,2021-03-28 13:38:19,17.9583,-102.2,73.58,51,20,3.27
492,Hailey,US,2021-03-28 13:37:22,43.5196,-114.3153,32.0,69,1,9.22
493,Necochea,AR,2021-03-28 13:38:19,-38.5473,-58.7368,66.99,80,89,3.0
494,Kontagora,NG,2021-03-28 13:38:20,10.3999,5.4695,102.22,8,2,5.79
495,Hofn,IS,2021-03-28 13:38:20,64.2539,-15.2082,35.6,69,75,19.57
496,Vao,NC,2021-03-28 13:38:20,-22.6667,167.4833,77.18,82,40,12.28
497,Chaozhou,CN,2021-03-28 13:38:21,23.6651,116.6379,78.8,69,0,4.47
498,Shenjiamen,CN,2021-03-28 13:38:21,29.9576,122.298,56.34,86,0,7.63
499,Jinchang,CN,2021-03-28 13:38:21,38.4953,102.1739,47.93,22,99,7.94
500,Kieta,PG,2021-03-28 13:38:21,-6.2167,155.6333,77.97,86,45,3.71
501,La Rioja,ES,2021-03-28 13:38:22,42.25,-2.5,66.2,45,0,12.66
502,Tingo Maria,PE,2021-03-28 13:38:22,-9.2895,-76.0088,74.07,88,99,1.25
503,Ichinohe,JP,2021-03-28 13:38:22,40.2069,141.3017,51.8,100,90,2.3
504,Fort Nelson,CA,2021-03-28 13:38:22,58.8053,-122.7002,15.8,92,90,14.97
505,Huaraz,PE,2021-03-28 13:38:23,-9.5333,-77.5333,59.0,57,58,4.32
506,Campbell River,CA,2021-03-28 13:38:23,50.0163,-125.2446,45.0,75,75,12.66
507,Khandyga,RU,2021-03-28 13:38:23,62.6667,135.6,4.33,99,88,3.04
508,Sovetskiy,RU,2021-03-28 13:37:21,61.3614,63.5842,29.03,78,20,9.26
509,Konongo,GH,2021-03-28 13:38:24,6.6167,-1.2167,95.67,35,52,1.61
510,Cosala,MX,2021-03-28 13:38:24,24.4125,-106.6908,63.18,18,100,4.97
511,Makakilo City,US,2021-03-28 13:34:47,21.3469,-158.0858,73.4,68,1,4.61
512,Izazi,TZ,2021-03-28 13:38:24,-7.2,35.7333,78.8,53,75,2.64
513,Ixtapa,MX,2021-03-28 13:38:24,20.7,-105.2,69.37,32,73,2.19
514,Save,BJ,2021-03-28 13:38:25,8.0425,2.486,100.49,12,82,8.08
515,Zhangye,CN,2021-03-28 13:37:08,38.9342,100.4517,47.71,48,27,4.94
516,Vostochnyy,RU,2021-03-28 13:38:25,55.8167,37.8667,50.0,32,0,2.24
517,Aloleng,PH,2021-03-28 13:38:25,16.1307,119.7824,80.35,77,100,9.44
518,Onguday,RU,2021-03-28 13:38:26,50.75,86.15,32.43,96,100,2.73
519,Lompoc,US,2021-03-28 13:38:26,34.6391,-120.4579,48.99,93,0,5.75
520,Santa Clarita,US,2021-03-28 13:37:56,34.3917,-118.5426,59.0,54,1,8.25
521,Corn Island,NI,2021-03-28 13:38:26,12.1694,-83.0418,79.99,70,7,20.22
522,Metro,ID,2021-03-28 13:38:26,-5.1131,105.3067,77.02,90,30,4.47
523,Safaga,EG,2021-03-28 13:37:14,26.7292,33.9365,73.4,27,0,20.71
524,Vysokogornyy,RU,2021-03-28 13:38:27,50.1167,139.15,27.3,95,96,4.5
525,Lufilufi,WS,2021-03-28 13:38:27,-13.8745,-171.5986,75.2,94,75,3.44
526,Catamarca,AR,2021-03-28 13:38:27,-28.4696,-65.7852,64.99,76,0,1.01
527,Clyde River,CA,2021-03-28 13:38:27,70.4692,-68.5914,-7.6,84,75,2.3
528,Homer,US,2021-03-28 13:38:28,59.6425,-151.5483,30.2,68,1,3.44
529,Gravelbourg,CA,2021-03-28 13:38:28,49.8834,-106.5512,33.8,69,100,10.36
530,Mingshui,CN,2021-03-28 13:38:28,36.7167,117.5,64.0,49,51,1.01
531,Ormara,PK,2021-03-28 13:38:28,25.2088,64.6357,79.52,75,6,16.06
532,Manggar,ID,2021-03-28 13:38:29,-2.8833,108.2667,82.24,75,70,2.62
533,Port Moresby,PG,2021-03-28 13:38:29,-9.4431,147.1797,78.8,94,75,8.05
534,Mersing,MY,2021-03-28 13:38:29,2.4312,103.8405,82.4,89,13,5.75
535,Yakeshi,CN,2021-03-28 13:38:30,49.2833,120.7333,33.94,96,98,6.91
536,Sungaipenuh,ID,2021-03-28 13:38:30,-2.0833,101.3833,66.2,98,93,0.87
537,Balkhash,KZ,2021-03-28 13:38:30,46.844,74.9804,40.82,64,51,13.0
538,Nouadhibou,MR,2021-03-28 13:38:30,20.931,-17.0347,73.4,56,96,18.41
539,Namagiripettai,IN,2021-03-28 13:38:31,11.4667,78.2667,89.42,30,100,7.74
540,Korem,ET,2021-03-28 13:38:31,12.5058,39.5228,65.8,35,24,12.19
541,Bosaso,SO,2021-03-28 13:38:31,11.2842,49.1816,82.4,78,0,10.36
542,Kunya,NG,2021-03-28 13:38:31,12.2233,8.5325,87.8,11,0,14.97
543,Yevlax,AZ,2021-03-28 13:38:32,40.6089,47.1492,59.0,38,20,2.3
544,Turayf,SA,2021-03-28 13:37:11,31.6725,38.6637,62.6,27,0,6.91
545,Mount Darwin,ZW,2021-03-28 13:38:32,-16.7725,31.5838,72.07,75,97,4.88
546,Baruun-Urt,MN,2021-03-28 13:38:32,46.6806,113.2792,29.39,37,0,7.7
547,Gold Coast,AU,2021-03-28 13:33:44,-28.0,153.4333,73.0,83,75,3.44
548,Ranong,TH,2021-03-28 13:38:32,9.9658,98.6348,86.0,66,20,5.75
549,Harlingen,US,2021-03-28 13:38:33,26.1906,-97.6961,73.99,100,90,10.36
550,Dwarka,IN,2021-03-28 13:38:33,22.2394,68.9678,80.74,71,11,13.85
551,Taunggyi,MM,2021-03-28 13:38:33,20.7833,97.0333,70.05,29,81,3.36
552,Belaya Gora,RU,2021-03-28 13:38:33,68.5333,146.4167,-4.7,97,100,3.53
553,Lavrentiya,RU,2021-03-28 13:38:34,65.5833,-171.0,0.1,91,100,10.49
554,San Rafael Del Sur,NI,2021-03-28 13:38:34,11.8485,-86.4384,77.0,78,20,9.22
555,Cam Ranh,VN,2021-03-28 13:38:34,11.9214,109.1591,78.8,83,0,0.4
556,Koygorodok,RU,2021-03-28 13:38:34,60.445,50.9968,33.93,85,12,7.0
557,Gorlev,DK,2021-03-28 13:38:35,55.5393,11.2271,48.0,88,100,10.0
558,Jackson,US,2021-03-28 13:38:19,42.4165,-122.8345,41.0,75,1,0.94
559,Lundamo,NO,2021-03-28 13:38:35,63.1333,10.3,50.0,32,0,10.36
560,Perigueux,FR,2021-03-28 13:38:35,45.1833,0.7167,66.0,39,8,3.49
561,Betsiamites,CA,2021-03-28 13:38:36,48.9413,-68.646,30.2,74,90,18.41
562,Kutum,SD,2021-03-28 13:38:36,14.2,24.6667,80.69,11,2,19.48
563,Olinda,BR,2021-03-28 13:38:36,-8.0089,-34.8553,80.6,69,75,3.44
564,Pahrump,US,2021-03-28 13:37:56,36.2083,-115.9839,50.0,38,1,2.75
565,Almaznyy,RU,2021-03-28 13:38:36,48.0448,40.045,50.0,53,40,13.42
566,Ufimskiy,RU,2021-03-28 13:38:37,56.7084,58.0517,30.36,80,9,10.89
567,Aksarka,RU,2021-03-28 13:38:37,66.5606,67.7975,-1.32,94,20,8.3
